0,1,dGsolv_avg
ClC(Cl)=C(Cl)Cl,Oc2nc1ccccc1c(C)c2,-9.17049835
CC(C)CC(C)=O,CC(CCCC1(C)C)C1CCC(C)=O,-9.58287241
CCCCCCCCBr,CCCCCCBr,-5.94980701
OCCCCCCCCCCCC,OC(COc2ccccc2)CN(CC(O)COc3ccccc3)c1ccccc1,-20.38291668
Oc1cc(C)ccc1,CCCCCC#CC(OCC=C)=O,-10.17793515
CCOC(=O)c1ccccc1,CC(C)c1ccc(CC=O)cc1,-9.18120273
OCCCCCCC,COP(OC)(SCN2N=Nc1ccccc1C2=O)=S,-15.32872734
CC(C)c(cc1)ccc1C,CCCCC(=O)c1ccccc1,-8.921463000000003
CCN(CC)C(C)=O,CCCCCCCCCCCCCOC(C)=O,-10.80196748
Cc1ncccc1C,FC(F)(F)c1ccccc1F,-5.41999952
CC(C)c(cc1)ccc1C,CCCCCCCC=O,-6.77604919
OCCCCCCCCCCCC,CCCCOS(OCCCC)=O,-8.23003324
ClC(Cl)=C(Cl)Cl,CC(=O)Oc(ccc1)cc1O,-8.31023371
ClC(Cl)=C(Cl)Cl,FC(F)(F)C(F)(F)C(F)(F)N,-2.63018327
N#CCCOCCC#N,CCCCCCCCCCCCCC=O,-7.8779784
FCCCCCCCC,OCCCC=C,-5.31743411
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,O=C1NC=CN=C1,-9.2972366
OCCC(C)C,CC(C)(C)OC(CCl)=O,-6.24692071
O(c2ccccc2)c1ccccc1,CCCc(cc1)ccc1C,-6.85719069
CN1CCCCC1=O,OOc1cc(C(C)C)cc(C(C)C)c1,-13.67712512
N#CCCCCC#N,CC1(C)NC(=O)NC1=O,-12.09282729
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,CCN(CC)c2ccc(cc2)C(=O)c(cc1)ccc1N(CC)CC,-18.92199496
OCCCCCCCCC,COc1ccccc1C(O)=O,-10.58303125
NCc1ccccc1,CCCCCCn1ccnc1,-10.01139679
Cc1ncccc1C,OCc1cnc(C)nc1N,-13.19181667
CCCC(C)=O,CCCCOC(CC(C)C)=O,-6.81661952
CCOc1ccccc1,CCC(=O)c1occc1,-7.15908996
CCCCN(CCCC)C=O,CCCN(=O)=O,-5.39016856
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,FC(F)(F)c1c(F)c(F)c(C(C#N)c(c(F)c2F)c(F)c(F)c2C(F)(F)F)c(F)c1F,-11.41583114
NCCC,Nc(ccc1F)cc1N(=O)=O,-14.04425945
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCOC(=O)C(OCCCC)=O,-5.91439107
c1cscc1,CC(C)Oc(ccc1)cc1C,-8.25426812
CCCCCCCl,CN=C(N(C)C)N(C)C,-6.36016834
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCN(CC)N=O,-3.08821408
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCC(C)C(OC1)OCC1(C)CCC,-6.60193484
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,Cc2ccc(Oc1ccccc1)cc2,-9.20348082
OCCOCCCC,CC(C)Oc1ccc(cc1)C(=O)NS(c(cc2)ccc2N)(=O)=O,-24.66367081
C(c2ccccc2)c1ccccc1,CCc(ccc1)cc1C,-6.11357642
CCOC(=O)c1ccccc1C(OCC)=O,CC(CCC1C(C)=C)CC1OC(C)=O,-8.23636187
COC(C)=O,ClCCCc1ccccc1,-8.01892542
CCCCCCCCBr,N#N=NC(c3ccccc3)(c2ccccc2)c1ccccc1,-14.38548241
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,N#CCc1ccccc1C,-5.43026528
CCCCCCCCBr,CCCCCCC(=O)N,-8.10596808
OCCCCCCCC,Nc1ccccc1C(=O)N,-10.86523293
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Nc1ccccc1C(=O)N,-5.82584825
CCCCCCCl,Cc1cccc(Cl)c1O,-7.05646694
CCCCCC,O=CCCC=C,-4.01878853
Oc1cc(C)ccc1,CC(C)C(O)c1ccccc1,-9.57275258
CCOC(=O)c1ccccc1,FC(F)(F)c1ccc(cc1)N=CN(C)C,-10.6309843
CCCCCCCl,Nc1ccccc1C(=O)NO,-10.26082296
COCCOC,CCSCC(C)C,-5.62567404
N#CCc1ccccc1,CCC(C)c2c1ncccc1ccc2,-9.33715453
Fc1c(F)c(F)c(F)c(F)c1F,O=C=Nc1ccc(cc1)N(=O)=O,-8.24753099
CCCCCCOC(C)=O,Nc1cnccc1N,-10.20963729
CCCCOC(=O)c1ccccc1C(OCCCC)=O,OC(=O)c(cc(C)cc1C)c1C,-10.4998849
CC(C)c(cc1)ccc1C,OC(=O)Oc1ccccc1,-7.86136977
OCCCCCCCC,CCCCC(=O)c1ccccc1,-8.58494905
CCOC(CCC)=O,CC(CCC1C(C)C)CC1OC(C)=O,-8.85521438
CCCCCCOC(C)=O,CC(C)C1(CC2)C=CC2(C)CC1C(OC)=O,-9.52965642
CCCCCCCl,O=C1NC2=CC=CC=C2C(=O)O1,-11.80754028
CO,F,-5.96003232
OCCCCCCCCC,CC(C)C1CCC(C)=CC1O,-8.59855531
OCCCCCCCCCCCC,Clc1ccc(cc1)C(=O)NO,-10.91917768
OCCCCCCCCCC,O=N(c1cccnc1)=O,-7.08123544
CC1OC(OC1)=O,Cc1ccnc3c1ccc2c3nccc2C,-14.46248013
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCC=CCCCCCCCCCCCC(OCC)=O,-12.7482403
CCCCCCCCBr,Oc2ccc3c(C(=O)c1ccccc1C3=O)c2O,-13.12178274
FCCCCCCCC,FCCCCCC,-4.26218103
FCCCCCCCC,CN1C=C(C(=O)C2=C1C=C(F)C=C2)S(C)=O,-13.65683481
Cc1ccccc1N(=O)=O,FCCC(F)(CC)CC,-5.29035348
CC(C)c(cc1)ccc1C,Cc1ccc(cc1)S(=O)(=O)NS(c(cc2)ccc2C)(=O)=O,-18.95191634
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCC=CO,-6.61385703
O(c2ccccc2)c1ccccc1,O=Cc1occc1,-6.26886897
OCCCCCCC,CCCCCCc1sccc1,-7.6696365
CC(C)c(cc1)ccc1C,CC(C)Cc1nccnc1OC,-7.9291117
COC(C)=O,CCCC(O)CC=C,-6.64844835
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OS(c2c1ccccc1ccc2)(=O)=O,-7.77797192
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,CCOP(OCC)(C(Cl)Cl)=O,-8.57328786
OCC1CCCO1,CCCCCCCC=CC(O)=O,-11.31301453
Fc1c(F)c(F)c(F)c(F)c1F,O=N(Cc1ccccc1)=O,-7.57443007
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCOC(C)(C)C,-3.34104672
CCCCC(CO)CC,Oc1ccc(cc1)C(=O)N,-15.10029973
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Clc1cc(ccc1)C(=O)N,-5.38263783
CCCCCCCCBr,Nc1cc(C)cc(N)c1,-8.95831429
CCCCCCOC(C)=O,CCCCCC(OCCC)=O,-7.11711218
CC(C)CC(C)=O,CC41C(CCC1C3CCC2=CC(CCC2(C)C3CC4)=O)C(C)=O,-17.30117117
CCCCCC(C)=O,Cc1c[nH]nc1,-7.50393273
CC(C)c(cc1)ccc1C,CC(C)(C)OC(=O)N,-5.9972212
CC(CC1)CS1(=O)=O,O=C2c1ccccc1C=CO2,-9.65321183
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,CC(=O)Oc1ccccc1C(O)=O,-11.31881741
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Cc1[nH]c(cn1)N(=O)=O,-4.81524569
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,Cc(ccc1Cl)cc1Cl,-6.82509748
CCCCOC(=O)c1ccccc1C(OCCCC)=O,O=C1OCCOC(CCCCCCCCCC1)=O,-12.56785889
BrC(Br)Br,CSCCSC,-7.53252708
O,CCC(F)(C)C(F)(C(F)(F)F)C(F)(F)F,1.75455465
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCc1ccc(C(O)=O)cc1,-5.2837677
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COc3cc(ccc3)N=C(c1ccccc1)N(C)c2ccccc2,-11.27901425
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCl,-4.98070241
O,CCCCNC(F)F,-2.45303119
CCOC(C)(C)C,FC(F)(F)c(ccc1)cc1CC#N,-9.19318996
OCCCCCCCCCCCC,Cc1sc(C=O)cc1,-7.25231968
FCCCCCCCC,CCCCCCCCCCCC=C,-8.49481101
CCN(CC)C(C)=O,CC(C)(C)c1cccc(C(C)(C)C)c1O,-10.11309918
Fc1c(F)c(F)c(F)c(F)c1F,FC(F)(C)C(F)(O)C,-4.39700773
FC(F)C(F)C(F)(F)F,Cc(ccc1n2=O)cc1no2,-8.67553523
CCCCC(CC)COC(=O)c1ccccc1C(OCC(CC)CCCC)=O,Nc2ccc(N)c3c2C(=O)c1ccccc1C3=O,-15.74580155
Clc1ccccc1,O=N(C3(C(CC2C1)CC1CC3C2)N(=O)=O)=O,-10.59941085
Oc1cc(C)ccc1,Brc1ccc(cc1C)NC(=O)N,-16.00788821
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCC(OC(C)CCC)=O,-6.45874771
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Oc(cc1Cl)cc(Cl)c1Cl,-5.96291913
O(c2ccccc2)c1ccccc1,COc1cc(ccc1O)C=CC(O)=O,-12.80833745
N#CCCOCCC#N,Clc(ccc1Cl)cc1c(ccc2Cl)c(Cl)c2Cl,-10.65484716
CCOC(=O)c1ccccc1,C=CCN(C)N=O,-6.53702093
NCCC,CC1CCOC(CCCCCCCOCC1)=O,-11.39986997
CC(C)N(=O)=O,O=N(=O)c2ccccc2Nc1ccccc1,-13.06864348
N#CCCCC#N,COC(C)(C)OC,-3.38479763
CCCCCCCCBr,Cc2cc1CCCc1cc2,-6.81485964
ClC(Cl)=C(Cl)Cl,CCN1C(=O)C2=C(NN=C2C)C2=C1C=CC=C2,-13.66463461
Clc1ccccc1,CCC(OCC1CCCO1)=O,-8.53235005
FCCCCCCCC,Cc1cncnc1,-5.99417973
CC=O,OC1CCCC1C,-6.25449855
N#CCCOCCC#N,CC1(C)CCCC(C)=C1CC=O,-7.24526495
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OC(=O)c1c(F)cccc1F,-4.71048295
OCCOCCCC,CCCCCCCOC(=O)c1ccc(C(OCCCCCCC)=O)cc1C(OCCCCCCC)=O,-21.83753363
CCCCC(CO)CC,CN5CCCC31c4c2OC1C(O)C=CC3C5Cc4ccc2O,-17.52786971
CCCCCCCCBr,OC(=O)Cc(c(Cl)ccc1Cl)c1Cl,-10.70693933
O=CN1CCOCC1,Cc(nc1C)sc1C=C,-7.32702606
O,C=CCSSSCC=C,-2.01627117
OCCc1ccccc1,CC1CCc2c1nccn2,-8.5324573
FCCCCCCCC,CCN(C)N=O,-5.47039114
Cc1ncccc1C,OC(=O)c(nc1Cl)c(Cl)c(N)c1Cl,-16.13924967
CCC(C)c1ccccc1,S(SCc1ccccc1)Cc2ccccc2,-12.64122677
CC(C)N(=O)=O,Cc1ccc(cc1)S(CC#C)(=O)=O,-12.51012152
CCOC(C)=O,CCN(CC)N=O,-7.03447422
CCOC(OCC)=O,Oc(cc1Cl)c(Cl)c(Cl)c1O,-11.65659129
CCCC(C)=O,CCN(C)Cc(ccc1)cc1F,-7.38019748
CCCCOC(=O)c1ccccc1C(OCCCC)=O,Clc(ccc1O)cc1N,-11.64238281
O=Cc1occc1,CCCCOCCOP(OCCOCCCC)(OCCOCCCC)=O,-17.92410422
CCCCOC(=O)c1ccccc1C(OCCCC)=O,FC(F)(F)c(ccc1)cc1N,-8.21769796
CCOC(=O)c1ccccc1,COC(=O)c1ccccc1OC,-9.23124429
OCCCCCCCCCCCC,CCCCCCCCC(=O)N(C)C,-10.25109417
CCOC(=O)c1ccccc1,CC(C2)OC(OC2(C)C)Cc1ccccc1,-10.54864074
CC(C)(C)c1ccccc1,CC(=O)N1CCCC1,-7.7219541
OCCC(C)C,COCC#C,-3.3809293
N#CCCCCC#N,O=CCc(cc1)ccc1C,-7.96824633
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Clc1cc(ccc1)NC(=O)N,-6.43994321
CCCCOC(=O)c1ccccc1C(OCCCC)=O,COc1c(C(O)=O)c(Cl)ccc1Cl,-12.56678299
CC1OC(OC1)=O,S=C2SC(CCCC1)=C1S2,-11.20413851
Fc1c(F)c(F)c(F)c(F)c1F,Fc1cc(OC(=O)NC)ccc1,-8.50839339
FCCCCCCCC,Cc1[nH]c(C)c(C)c1C,-7.08954976
ClC(Cl)=C(Cl)Cl,Fc1ccc(C)cc1,-4.95434927
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OC1CCCCCCCCC1,-6.04659397
FCCCCCCCC,COC(=O)C2=C(C)NC(C)=C(C2c1ccccc1N(=O)=O)C(OC)=O,-17.02239585
CC(C)c(cc1)ccc1C,CC(=O)c1cccn1C,-6.96168874
CCOC(C)(C)C,C(NC1=NC=NC2=C1NC=N2)C1=CC=CO1,-19.48854039
O=Cc1occc1,Oc1ccc(cc1F)N(=O)=O,-12.11856104
N#CCc1ccccc1,c(cc5cccc9c5c6c4cccc8c4c9c(cccc2c7cccc1ccc3)c2c8c3c71)c6,-23.3091652
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,CCOC(=O)c(cc1)ccc1OC,-8.9234288
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCSP(=O)(N(CC)CC)N(CC)CC,-6.94304869
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,O=NN1CCCC1,-6.80671291
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,CCCN(CCC)c1ccc(cc1)S(=O)(=O)N,-16.15105257
OCCCCCCCCCCCC,CCCC#CCC,-4.06224092
CC1OC(OC1)=O,Cc1ccc(cc1)S(=O)(=O)C=CC,-12.74034973
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COCCNCCOC,-3.79386966
OCCCCC,CCCc1cnccn1,-7.58755148
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,Cc1cccc(C)n1=O,-6.77002757
FCCCCCCCC,CCOC(=O)c(ccc1)cc1N,-9.78613918
CCCCCCCCBr,OCCN(CCO)N=O,-10.14624164
OCCCCCCCCC,CCOCC(OCC)=O,-6.05966818
CCOC(C)(C)C,N#CC(N2CCCCC2)c1ccccc1,-11.14185986
N#CCCCCC#N,COC(=O)C=C(C)C,-5.26389515
OCCCCCCCCCCCC,CC(C)NC(=O)N(CC1=O)C(=O)N1c(cc2Cl)cc(Cl)c2,-15.33310653
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCC(C)(C)C(O)=O,-3.17559769
OCCCCCO,CCOC(C2C(C1)C=CC1C2C(C)C)=O,-7.76287089
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCc1c(C)[nH]cc1C,-4.61593591
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CSSCc1ccccc1,-5.79354794
Cc1ccccn1,Fc1nc(F)ncn1,-4.88760324
CCCCCCCCBr,O=N(=O)c1ccc(cc1)S(O)(=O)=O,-12.43083388
OCCOCCCC,CC2C1CC(CC1C(C)=CC(C2)OC(C)=O)=C,-11.12565684
O,O=C1N=CNC(C1)=O,-16.75122298
Brc2c1ccccc1ccc2,OCCN1CCN(CC1)CCCn4c3cc(Cl)ccc3sc2ccccc42,-20.53936312
CCCCN(CCCC)C=O,CCC(C)OC(CC)=O,-5.32847718
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)C1OCOCC1(C)C,-4.42786552
OCCOCCCC,N(C1=CC=CC=C1)C1=NC2=CC=NN2C(NC2=CC=CC=C2)=N1,-19.60309666
CNC(C)=O,CN(C)C(F)N(C)C,-4.55119297
CC(C)N(=O)=O,C(CC1)CCC1Cc2cnccn2,-9.38471411
CCOC(=O)c1ccccc1,CCCCCC=CCO,-7.3853076
OCCCCCCCCCCCC,CCSC(=O)N,-7.63510156
FC(F)C(F)C(F)(F)F,COC(CCl)=O,-5.40324546
CCCCCC(C)=O,CCCC(C(CC)Sc1ccoc1C)=O,-10.36416298
Oc1cc(C)ccc1,CCSCSP(OCC)(OCC)=S,-11.25716163
CCOC(OCC)=O,CCCCCCCC(CCc(ccc1O)cc1OC)=O,-15.10426635
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Oc(ccc1N(=O)=O)cc1O,-5.7849973
N#CCCCCC#N,CC(CCC1=C2C)CC1OC2=O,-10.31085575
CCN(=O)=O,OC(C#C)c1ccccc1,-8.93508925
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCOC(=O)c(ccc1)cc1C,-5.35359362
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,NCc1cc(C(F)(F)F)ccc1,-5.086608
CCCCC(CO)CC,OCC1CCCO1,-6.31656489
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Cc1cc(C)c(C)c(C)c1O,-5.75094907
Fc1c(F)c(F)c(F)c(F)c1F,FC(F)(F)C(F)(F)C(Cl)(Cl)C(F)(F)F,-3.91683501
CCCN(=O)=O,OC1=CC=CC=C1C1=CC=CC=C1[S@@](O)=O,-15.85977384
CCOC(=O)c1ccccc1,c(ccc1sn2)cc1c2,-8.08241993
ClC(Cl)=O,Cc(ccc1S)cc1S,-9.27444875
CCOC(=O)c1ccccc1,COc(cccc1O)c1O,-9.1706364
CCCCCCOC(C)=O,Oc1ccc(Nc2ccc(cc2N(=O)=O)N(=O)=O)cc1,-20.94978016
FCCCCCCCC,Cc(ccc1O)cc1O,-9.165408
OCCCCCCCCC,Cc(cc1O)cc(O)c1C,-12.0434242
CI,S,-2.30814266
CCN(CC)C(C)=O,CC2(C)OC1(C)CCC2CC1OC(C)=O,-9.38953372
OCC1CCCO1,O=C(OCc2ccccc2)Cc1ccccc1,-12.26979659
CCCCOP(OCCCC)(OCCCC)=O,Cc1cccc(Cl)c1C,-6.74913167
OCCCCCCCCCCCC,CC(C)CON=O,-3.51999368
ClC(Cl)C(O)=O,FC(F)(F)C(F)(F)C(F)(F)C(F)(C)C,-2.42123468
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Clc1cc(Cl)ccc1,-4.33605897
CCN(CC)C(C)=O,FC(Cl)C(F)(C)C(F)(F)C(F)(F)F,-4.34514392
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)(C)c1sc(nn1)N(C)C(=O)NC,-8.69632767
Ic1ccccc1,CCCCCCN1CCCC1=O,-10.47891945
CCCCCCOC(C)=O,COc1ccc(Cl)nn1,-8.45175579
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCP(CCC)(Sc1ccccc1)=O,-7.56739699
CCCCN(CCCC)CCCC,P,-0.79970054
CC(=O)c1ccccc1,CCC(OC2CC3C1C=CCC1C2C3)=O,-9.76811822
Oc1cc(C)ccc1,CCCCCC(O)=O,-8.41515494
OCCCCCCCCCCCC,CC(C)(C)c1ccccc1C(O)=O,-11.30436669
CCCCN(CCCC)C=O,N#CC(c(c(F)c2F)c(F)c(F)c2F)c(c(F)c1F)c(F)c(F)c1C,-11.58820696
S=C=S,NC1CCCCC1,-5.63090617
CC(=O)c1ccccc1,Nc1cc(Br)ccc1,-9.6337652
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,CC1=C(C)NC(S1)=S,-10.92771731
CC(C)c(cc1)ccc1C,CC(C)C(O)C(C)(C)COC(C(C)C)=O,-9.94505607
CC(OCc1ccccc1)=O,CCc(nn1)oc1N,-10.52743142
OCc1occc1,c(ccc1c3cc4c2ccccc2ccc54)cc1ccc3n5,-17.10949684
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,O=Cc1c[nH]c2c1cccc2,-12.76649637
COCCO,NCCC(F)(F)C,-6.68412826
COCCO,CNC(C)C(O)c1ccccc1,-10.8797291
CCCCC(C)=O,CC1(C)CC=CC(C)C1C=CC(CC)=O,-10.06143006
CC(C)c(cc1)ccc1C,CCOC(=O)C1C(C)=C(C)CCC1(C)C,-8.95453919
N#CCCOCCC#N,O=C1C=CC=CC=C1N,-10.35867369
CCCCC(CO)CC,COC2CC1CC2CC1CC,-6.75480902
CC(C)(C)c1ccccc1,CN3c2ccccc2C(=NCC3=O)c1ccccc1,-14.77155901
Clc2c1ccccc1ccc2,OC(=O)c1ccc(C)cc1O,-8.56687052
N#Cc1ccccc1,CC(=O)c1cnccn1,-7.57963214
CCCCCCOC(C)=O,CC(C)c1ccc(C#N)cc1,-8.84300243
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCC(C)Cl,-4.15678726
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,c(cn1)cnc1c2ncccn2,-11.35623903
Fc1c(F)c(F)c(F)c(F)c1F,CC(C)(C)CC=CC,-4.28257367
N#CCCCCC#N,CN(C)CCC(F)(F)F,-3.68570638
Cc1ncccc1C,CCCCCC(C)CC,-5.16832481
CC(=O)c1ccccc1,CC41CCC3c2ccc(OC)cc2CCC3C4CCC1(O)C#C,-16.33802931
CC(=O)c1ccccc1,FC(F)(F)c1ccc(Cl)cc1Cl,-6.74398753
Cc1ncccc1C,COc1cc(CN)ccc1,-8.27624835
CC(C)c(cc1)ccc1C,COc1ccc(cc1)C(=S)N(C)C,-11.59305272
NCCCC,CCOc1nccnc1C(C)C,-7.90554434
OCCCCCCCCCCCC,CCN(CC)C(=S)N(C)C,-7.68829303
N#CCCOCCC#N,CCOC(=O)c1ccc(cc1)N(=O)=O,-9.40055978
CCCCCCCl,CCCCCCCCCCCCCCCCOC(=O)C(C)=C,-14.95098828
N#CCCCCC#N,OC(=O)c2cc1OCOc1cc2,-11.69514344
S=C=S,CCOC(CN)OCC,-6.17119351
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,CC(C(O)=O)c2cc(ccc2)C(=O)c1ccccc1,-15.84868962
COC(CC#N)=O,CCc1[nH]ccc1,-6.77782076
CCCCCCOC(C)=O,CNCCC=C3c1ccccc1CCc2ccccc32,-13.877057699999998
CS(C)=O,CC(C)CC(C)CC(CC(C)C)=O,-6.11955528
CCOC(=O)c1ccccc1,CC(=O)c2n1CCCc1cc2,-8.81872588
N#CCCOCCC#N,OOCCCCc1ccccc1,-10.84540078
N#CCCOCCC#N,O=N(=O)c1oc(cc1)C=NNC(=O)N,-17.78176894
CCCCC(CC)=O,CCCCCCCCCOCCCCCCCCC,-12.15475888
CC(C)C(C)C(C)C,O,-0.26478688
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCC=CC(O)=O,-5.19061365
Fc1c(F)c(F)c(F)c(F)c1F,FCCC(CC)C(F)(F)F,-4.59835183
FCCCCCCCC,S=C2SC1CCCCC1S2,-10.61144337
CCOP(OCC)(OCC)=O,OC(=O)c(cc1)ccc1O,-16.83351075
CCCCC,OC2(C)CCC3C2C(C1CCC3=C)C1(C)C,-10.05913362
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,CCCCCCOc(ccc1)cc1O,-12.01384303
CC(=O)c1ccccc1,CC(C)c(cc1)ccc1Cl,-7.02561
CC(C)N(=O)=O,FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,-1.33155029
CCCCCCCl,COc1ccccc1N(=O)=O,-9.40025716
CC(C)c(cc1)ccc1C,CCCCC=CC(O)C,-6.48864588
Fc1ccccc1,CC3(C)CCC(C(C2(C)C)C31CC2CC1)=O,-10.88310235
Fc1c(F)c(F)c(F)c(F)c1F,CC(C)C(=O)NN,-5.93376774
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCc(cc1)ccc1O,-5.11043975
Clc1ccccc1Cl,CCC(C)C(Cl)=O,-5.06149109
CC(=O)c1ccccc1,CCCCCCCCCCCCC(OC(C)C)=O,-11.21786801
CC(OCc1ccccc1)=O,CCN(CC)C(=O)N(c2ccccc2)c1ccccc1,-14.04726187
Clc1ccccc1Cl,CCCC(CCCC(O)=O)=O,-9.65004182
N#CCCCCC#N,c(cc1)ccc1N=P(N4CCCC4)(N3CCCC3)N2CCCC2,-14.93191649
CC(C)c(cc1)ccc1C,OC(=O)c(c1C)c(C)c(C)cc1C,-9.80375922
CCCCOC(C)=O,CCOP(CCl)(OCC)=O,-8.98203102
FCCCCCCCC,CC(C)Cc1ccccn1,-7.03687086
CCCCCCCCBr,CCCCCOC(CCC)=O,-7.10611898
CCCCOC(=O)c1ccccc1C(OCCCC)=O,CCC1CCC(CC1)=O,-6.93657897
CC(OCc1ccccc1)=O,CC(C)C(OC(C(C)C)=O)=O,-7.21689888
CCCCOC(C)=O,N#CC(c(c(F)c2F)c(F)c(F)c2F)c(c(F)c1F)c(F)c(F)c1C,-11.79598118
Clc1ccccc1Cl,CC(C)CCC(C)=NO,-6.74252826
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCC(C)C(C)(C)C,-3.14473607
FCCCCCCCC,COC(=O)c1ccccc1C,-7.42719707
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=N(C1CCCCC1)=O,-4.46798222
ClC(Cl)=C(Cl)Cl,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-2.38040015
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Oc(ccc1Cl)cc1C,-5.11869905
ClC(Cl)=C(Cl)Cl,OCC(O)C(O)=O,-5.56019814
N#CCCOCCC#N,Cc(ccc2O)cc2N=Nc1ccc(cc1)NC(C)=O,-17.38357237
