0,1,dGsolv_avg
CNC=O,CC(C)CC(F)(F)C,-3.72167949
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCN(CC)C(CC)=O,-3.75261209
c2nc1ccccc1cc2,O=CN1CCCCC1,-8.26444863
COC(OC)=O,N#CN1CCCC1,-8.74581184
c2nc1ccccc1cc2,NNC(=O)N,-7.98855074
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Cc1ccc(cc1)S(=O)(=O)C(C)=C,-6.15112547
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Clc(ccc1O)cc1C,-5.0871568
OCc1occc1,CCCCC(=O)N1CCOCC1,-11.33698399
CC(Br)Br,ClCC=C,-3.76024718
CNc1ccccc1,ClC(=O)c1ccccc1F,-7.80414968
NCc1ccccc1,FC(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,-2.75983996
CCCCCCCCCCCCCCC=C,O=C1NCC(=O)NC1,-7.69767232
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,c3cc1c2ccccc2c1cc3,-6.00005327
ClCBr,CCC=CCCCCC=O,-8.73658849
COCOC,C2Oc1ccccc1OC2,-8.17564264
CCCCCCCCC=C,CC2(C)CC1CC(C)=C(C)CC1OC2,-8.93014292
OCC,Nc1ccc(cc1)NC(C)=O,-14.9181098
OCCC,OC(O)C(Cl)(Cl)Cl,-11.00655035
CCCl,CC(C)(C)S(C(C)(C)C)(=O)=O,-9.74394768
FC(F)(F)C(F)(F)C(F)(F)F,FCC(F)C(F)(C)CC,-3.50290641
O=C1CCCCC1,COC(C)COC(C)COC(C)CO,-10.88256829
OCCCCCC,NC(=S)C(N)=S,-9.20483191
CS(C)=O,COC(C(F)C(F)(F)F)C(F)C(F)(F)F,-4.15454845
ClC(Cl)C(O)=O,CC(C)(C)NC=O,-12.4899473
Fc1c(F)c(F)c(F)c(F)c1F,COCC=C,-3.00862534
OCC(O)CC,C2Sc1ccccc1C2,-7.11588958
COCCOCCO,Clc2ccc(nn2)NS(c(cc1)ccc1N)(=O)=O,-22.90123917
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,Fc1nc(F)c(F)cc1F,-3.35652907
COc1ccccc1,CC(C)COC(C(C)C)=O,-6.2785878
CCC(O)CC,COC(F)=C,-2.60243439
CCCCCCOC(C)=O,CCCCCCCCCCCCCCC(OC)=O,-12.16725248
OCC(O)C,CCNc(n1)nc(NC(C)C)nc1OC,-12.87185839
OCCOCCO,FCC(F)(OC)C(F)(F)F,-3.07225125
ClCCCl,Cc1ccc(cc1)C(=O)NN,-11.60537652
OCCC(C)C,FC(F)(F)C(F)(F)C(O)=O,-7.75760382
Ic1ccccc1,COc1ccc(cc1)C(=O)NS(C(F)(F)F)(=O)=O,-13.1453581
OCCC,CCC(C)(C)N(C)C,-4.933324400000001
CC(C)C(C)C,CCCCCCCCCCCCCCCCCCCCCCCCC=C,-18.50273604
CC(C)N(=O)=O,CCCCOC(F)(F)F,-3.51267708
Cc1ccccn1,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,-33.07883726
CCOC(OCC)=O,CCN(C)CC(F)(F)F,-4.18215286
OCC,O=C1C2=CC=CC3=C2C(=NN3)C2=C1C=CC=C2,-16.66226401
O(c2ccccc2)c1ccccc1,CCSC=C,-4.44301369
OCCCCCC,CCN(CC)C#N,-6.82665319
CC(C)(C)c1ccccc1,ClCc1ccccc1C,-7.24347854
NCCCC,CCC(=O)C(C)=O,-4.88785803
CCCCC(CO)CC,CNC(F)(F)F,-3.13794954
Clc1ccccc1,CCOC(F)(F)F,-2.68021627
CCN1CCCC1=O,O=CCc1ccccc1,-8.178499
CCI,ClBr,-2.68893652
CCCCCC#N,CCCCC(F)C,-4.15166759
CC(=O)c1ccccc1,Fc3ccc(cc3)N=C(c1ccccc1)Nc2ccccc2,-16.50513875
N#Cc1ccccc1,Fc1cc(F)c(F)c(O)c1F,-7.84157498
OCCCCCCCC,CC(C)c1ccc(O)cc1C,-10.1624945
CCC,O=N(=O)c1ccn(=O)cc1,-7.17094412
NCCN,OCC1CCCCN1,-9.17154492
c1ccccc1,Nc1cc(C)on1,-7.7265474
BrC(Br)Br,OC1CCCCCC1,-7.20523254
N#CCCCC#N,OC(C)(C)C#C,-5.90018049
CCCCC(CC)=O,CCC(C)(C)C(O)=O,-7.85083909
CC(=O)c1ccccc1,OC1OC(C(O)C(O)C1O)C(O)=O,-14.46012659
OCC(C)C,CCC2CC1C=CC2C1,-5.17783742
CC(C)(C)CC(C)=C,C2CC1CCCC1CC2,-5.70288923
BrC(Br)C(Br)Br,O=NNC(=N)N,-8.39334701
NCC,CCC1(C)CC(=O)NC1=O,-12.50513904
C(C=Cc1cc2)c1cc2,OC(C)COCC=C,-6.14612384
CCCBr,Brc2ccc(cc2)N(C)C(C)=Nc1ccccc1,-14.88989084
Cc1ncccc1C,Oc1cc(O)c(C)cc1C,-14.97472716
NCCN,CC(=O)c(ccc1)cc1O,-14.52405446
COc1ccccc1,OC(C)CC=O,-6.72467553
CCC(C)c1ccccc1,CCN(CC)P(Sc2ccccc2)(Sc1ccccc1)=O,-15.95214215
OCCCCCCCCCC,CCCCOC(C(O)C)=O,-6.74552605
SC,CC(C)(c(cc2)ccc2O)c(cc1)ccc1O,-15.99754686
N#Cc1ccccc1,C(Cc2cc3ccc2)c1cc(CC3)ccc1,-10.67084537
ICI,NC(N)=Nc1ccccc1,-10.76093921
CNC=O,OC(=O)c(cc(C)cc1C)c1C,-11.35406786
CCCC=O,CCCCC=C(C)C,-4.616835099999999
NCCC,N#CC#CC#CC#N,-4.07911112
CCCCCCC=C,CCOC=C,-2.96432905
O(c2ccccc2)c1ccccc1,Cc1ccccc1C=C,-6.37482712
CCCCCCCCCCCCC,Cc8ccc(cc8)c(c1nc9C=C1)c3[nH]c(cc3)c(c(cc7)ccc7C)c4nc(C=C4)c(c(cc6)ccc6C)c(cc2)[nH]c2c9c(cc5)ccc5C,-33.34830872
ICI,CCOCCCl,-5.46420384
N#CCCCCC#N,CCC(O)CCC(C)C,-6.22517144
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(Cl)C(F)(F)Cl,-2.31251211
CC(C)C(C)C,CCSC(C)(C)C,-5.24752637
CCNC(C)=O,CCCC(F)(F)F,-2.37547891
CCCCCCC=C,CC(CCCC1(C)C)C1C(=O)C=CC,-8.92153344
Brc2c1ccccc1ccc2,Oc2cc1cc(O)ccc1cc2,-11.00743577
CCCCC(CO)CC,CC(C)NNC(C)C,-7.11788929
CCOC(C)=O,OC(=O)c(ccc1C2=O)cc1C(O2)=O,-15.30227942
C1CCCC1,ClC(=O)c(cc1)ccc1C,-7.2914305
CCCCCCCCC,FC(F)CCC(F)(F)C,-3.48733449
CN1CCCCC1=O,O[PH](O)=O,-18.13951038
ClCCCl,CC(Br)=C,-3.82263089
OCCCl,FCC(F)(Cl)C(F)(F)C,-3.72023302
CCC(C)CC,Nc1cnccn1,-5.80753939
NCCCN(C)C,CCN(N=O)C(=O)N,-11.02146387
CCC,CC1CCC(C1CC2C(C)=C)=C(C)CC2,-9.97032791
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,SCc1ccccn1,-4.783823
CC(Br)Br,FCC(CF)(CF)CC(F)(F)F,-4.86311614
CCCCCCCCC=C,Oc2ccc(O)c3c2C(=O)c1c(c(O)ccc1O)C3=O,-13.3865606
CC(C)c1ccccc1,CCOCc1occc1,-6.08771879
Cc1nc(C)ccc1,CCC1CCCC1,-4.14470009
CCCC#N,OC(=O)c1cscc1,-10.19311009
CCC(C)=O,C(CC3C1C2CC3)C1CC2,-5.32774528
CC(C)N(=O)=O,CN(C)CC(C)C(OC(CC)=O)(Cc1ccccc1)c2ccccc2,-14.58836476
OC(C)=O,CCCOCCCC,-4.66641248
CCCCCCCl,Nc1ccccn1,-6.92977141
SC,Nc1ccccn1=O,-10.176349900000002
n1ccccc1,CC(C)NNC(C)C,-6.02842783
Clc1ccccc1Cl,FC(F)OCC(F)(F)C(F)C(F)F,-4.2616822
O=Cc1occc1,C1NCCCNCCNCCCNC1,-11.22310204
CN(C)C=O,COCCOc1ccccc1,-8.59387479
C=Cc1ccccc1,FC(F)(F)C(F)(F)C(F)(F)C(C(F)(F)F)=O,-1.77176263
n1ccccc1,Fc1c(F)c(F)c(C(c(c(F)c3F)c(F)c(F)c3F)c(c(F)c2F)c(F)c(F)c2F)c(F)c1F,-9.71512015
CCCCNCCCC,FC(F)(F)C(F)(F)C(F)(F)C(C)=O,-3.4692945
CCN(CC)C(C)=O,Cc1ccc(cc1Cl)NC(=O)N(C)C,-14.20958107
Cc1ccccn1,N=C(N)NC(=N)N,-11.14103764
N#Cc1ccccc1,c(cc1)ccc1P(c3ccccc3)c2ccccc2,-13.67911554
CCCCCCCCC,Oc1ccc(C=O)cc1O,-7.71341477
OCCCC,Brc4ccc(cc4)N=P(N3CCCC3)(N2CCCC2)N1CCCC1,-17.96652888
CCCN(=O)=O,Fc1cn(C)c(=O)[nH]c1=O,-11.7544885
OCCC(C)C,CCCCC(F)(C)C(F)(F)F,-4.22483076
CCCCCCCCCCCCC,CC2(C)CC=CCCC=CCCC1OC21C,-10.01976888
CCC(C)c1ccccc1,O=C(CCC4(C(CC3)CCN3Cc2ccccc2)c1ccccc1)NC4=O,-19.95298667
OC(C)C,O=COCC=C,-4.43100604
BrC(Br)C(Br)Br,CC1(C)CO[PH](OC1)=O,-11.67954867
O1CCCCC1,Cc(ccc1O)cc1C=O,-8.2238918
CC(Br)Br,O=n2c1ccccc1no2,-8.39712033
Clc1ccccc1Cl,CCC(C)CC(C)=O,-6.27124303
ClCCCl,Clc1ccc(C=O)cc1,-8.3133082
ClC(Cl)C(Cl)Cl,CC(C)(C)N=P(N(C)C)(N(C)C)N(C)C,-9.39526044
CCC(C)Cl,CCOP(SC)(OCC)=O,-9.27471976
CC(C)N(=O)=O,CCNCC(F)(F)F,-4.23462377
OC(C)C,CC(C)CC(C(C)C)=O,-5.69715621
ClCBr,FC(F)C(F)(C(F)(F)F)C=O,-3.24953553
CC(C)OC(C)C,C=CCc(ccc1O)cc1c2cc(CC=C)ccc2O,-15.28906108
Cc1ccccc1,CC1(CCC43)C(CCC1C3CCC2=CC(=O)C=CC42C)=O,-17.52756551
COC(OC)=O,c(ccc2c1ccccc1n3)cc2n3,-12.55933542
OC(C)=O,CCCC(=O)C=C,-6.04492254
Cc1ccc(C)cc1,FC(C)OC(C(F)(F)F)C(F)(F)F,-3.79948973
CCCCC(CC)=O,CN(C)C=NC#N,-10.8440991
O=CN1CCOCC1,CC(C)OC(Cl)=O,-5.01905862
ClCCCl,CCC(C)(C)C,-2.89027312
OCC1CCCO1,CN1CCCCC1CCn4c3cc(SC)ccc3sc2ccccc42,-18.86558824
COC(CC#N)=O,OCC(CO)ON(=O)=O,-10.72593348
OCCOCC,Brc2ccc(cc2)N(C)C(C)=Nc1ccccc1,-14.13059441
CCC(C)=C,CCN(CC)(CC)=O,-7.53817222
OCCCCCCCC,OCCCCCCCCCCCCCC,-12.28768049
CCN(CC)C(C)=O,FC(F)C(C)(C)C(F)(F)F,-3.64556586
COC(CC#N)=O,O3c1ccccc1Cc2ccccc32,-9.16069734
NCCCC,Fc1cnccn1,-5.35037423
CC(C)(C)c1ccccc1,CCC(C)CCC(C)C,-5.39907254
COC(C)(C)C,O=c1[nH]c(cc[nH]1)=S,-13.93673624
CCN(CC)CC,CCC(OCCOc1ccccc1)=O,-9.76173469
CCCCCC(C)=O,CCCCC(C)C,-3.78560611
CS(C)=O,FC(F)(F)c(cc1)ccc1F,-4.42401392
ClCCCl,COC1CCCC1,-4.79148396
CCCCN(CCCC)CCCC,CCCCCCCCCCC(Br)CBr,-11.304506
CC(C)CC(C)=O,CCC(C)CN=C,-4.66186233
CCCC(C)C,FCN=CC,-2.93986735
CCC(O)(C)C,n1cscc1,-6.05481404
CCC(C)Cl,CC(C)C=C,-2.82546889
COc1ccccc1,FC(C)CC(F)(F)C(F)(F)F,-3.77898851
C(CC2)CCC2c1ccccc1,CCCCCC#N,-6.20699833
CCCCCC(C)=O,CC1=NC2=C(N1)C=C1C(=O)NC(N)=NC1=C2,-21.08489614
OCCN,OC1=CC(=O)OC2=CC=CC=C12,-17.71250241
CCOC(OCC)=O,CC(C)OCCOC(=O)c1ccccc1O,-11.28439536
NCCCN(C)C,CCC(F)(F)C(F)(F)C(F)(F)C,-4.57313845
CC(=C)C#C,O=C1C=CC=CC=C1N,-9.23798589
C1OCCOC1,CC1(C)CCCNC1,-5.67152617
CO,NC1=NC(=S)C2=C(N1)N=CN2,-27.13330366
Fc1c(F)c(F)c(F)c(F)c1F,OCCOCc1ccccc1,-7.92424457
N1CCCC1,OC(=O)c1ccc(cc1)N(=O)=O,-15.42154977
CCCCCCCCCCCCCCC,Nc1cc(C)cc(C)c1,-6.48828586
CCN(CC)C(C)=O,FC(F)(F)c1ccccc1O,-11.63869042
O=Cc1occc1,ClC1=CC2=C(OC(=O)N2)C=C1,-13.22363623
CCOC(C)(C)C,Oc2ccccc2C=N(c1ccccc1)=O,-13.50802239
Cc2c1ccccc1ccc2,Fc1cc(ccc1)NC(=O)N(C)C,-11.40056787
CC(C)C(C)C(C)C,CCC(CC)C(OC)=O,-4.91435107
OCCOCCCC,Cc1sccc1,-5.10799835
C(C=Cc1cc2)c1cc2,CCC(C)C(C)=O,-5.37487283
CC(C)OC(C)C,OC(=O)c1ccc(cc1)S(=O)(=O)N,-16.01899556
CCCCCCCCN(CCCCCCCC)CCCCCCCC,N#CSCSC#N,-6.35404558
CCCCCCOC(C)=O,O(c1ccccc1)c2[nH]nnn2,-15.1173238
CC(Cl)(Cl)Cl,Fc(nc1F)oc1F,-2.93228286
O1CCCCC1,CN(C)C(c1ccccc1)=S,-10.65197656
O=S1(CCCC1)=O,CCOc(ccc1)cc1O,-10.99695728
Cc1ccccn1,FC(F)(F)C(F)C=O,-3.17513932
Cc1ncccc1C,ClCC(C)(C)C,-4.4283946
CC(Cl)(Cl)Cl,O,-1.64518456
Cc1cccc(C)c1C,CC=C(Cl)C=O,-5.83844143
CCI,FC(F)(F)C(F)(C)C(O)(C)C(F)(F)F,-5.14297608
NCCCN,CCP(O)(O)=O,-19.09401209
CCCCCCCC,OC(=O)c1occc1,-5.19737014
CCC#N,CC(C)(C#N)N=NC(C)(C)C#N,-10.75737553
OCCCl,Fc1cscc1,-4.18106754
CCCCCCCCCCC,CC(=O)NC(=O)N,-5.64168468
Clc1ccccc1,OC1=CC=C(C=C1)C1=CC2=C(O1)C(=CC(O)=C2)C#N,-17.09663057
CI,Nc1nn(C)nn1,-9.65964729
NC(C)C,CCOCCC(F)F,-4.42433327
O(Cc2ccccc2)Cc1ccccc1,CC(C)CCCC(C)C1CCC4C3CC=C2CC(O)CCC2(C)C3CCC41C,-18.12428447
C1OC1,Nc1ccc(Br)cc1,-10.44773481
CCCCC(C)=O,OC(=O)c(ccc1)cc1C=O,-12.52039033
O(c2ccccc2)c1ccccc1,CC(C)(C)c(c(c1C)N(=O)=O)c(c(C)c1N(=O)=O)N(=O)=O,-12.64845017
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,CCCC(C)=CCC,-4.41066842
OCc1occc1,NCCCN1CCOCC1,-11.35481948
O,C1OC1C3CC2OC2CC3,-6.12625491
COCCOC,S=c1[nH]c([nH]cc1)=S,-15.44034923
CC(C)C,CC(C)c(cc1O)cc(C)c1,-8.05344647
CCCl,CCCCCCC(C)(C)S,-7.83665938
CCCCN(CCCC)CCCC,OCC(C)(C)Cc(ccc1)cc1C,-9.06511079
CCOC(CCC)=O,FC(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1.0087796999999998
CCCCCCOC(C)=O,CC(C)n(c(=O)[nH]c1C)c(=O)c1Br,-14.31645836
OCCC#N,FC(F)C(F)(F)C(F)(O)C(F)(F)F,-5.90788309
CCCCCCCCC,CC21CC(CC1CCCC2)=O,-7.32586262
FCCCCCCCC,C1CC=CO1,-3.56218793
CC(C)(C)Cl,FOF,0.7352947
ClCCl,O1CCC1,-4.34374846
CC(C)(C)c1ccccc1,CN(C)C(F)(F)N(C)C,-4.68544169
OCCCO,CN(C)P(=N)(N(C)C)N(C)C,-8.2157633
CC1CCCC1,CCC=C(C)C,-3.84278347
CI,COC=C,-2.88633833
CNc1ccccc1,O=C(C4(CC6C5)CC(C6)CC5C4)C1(CC3C2)CC(C3)CC2C1,-14.21835907
CN(=O)=O,FC(F)(F)OC(CC(F)(F)F)C(F)(F)F,-3.04250731
CC(=C)C#C,CC(C)CC(C)CC(CC(C)C)=O,-9.15856233
C(CCc1cc2)Cc1cc2,FC1(F)C(F)(F)C(Cl)=C(Cl)C1(F)F,-4.50343746
c1ccccc1,FC(F)(C)OC(F)(F)C(F)(F)F,-2.70185732
Ic1ccccc1,FC(F)C(F)(F)C(F)F,-1.70840476
CS(C)=O,COP(F)(CC)=O,-6.44037947
CC(C)(C)Cl,S=C2Sc1ccccc1S2,-11.03931128
C(CC2)CCC2c1ccccc1,ClC(Cl)C=N,-4.54480676
OCCOCCOCC,ClCCCOC(C)=O,-6.80933829
CCCCCCCC=C,OC(C)C(F)(F)C(F)(F)C(F)(F)F,-3.94131567
CCC(C)=O,OC(=O)c(ccc1N(=O)=O)cc1N(=O)=O,-16.43320425
OCCO,Clc1cc(ccc1)N=C=O,-5.46303209
COCCOCCOC,ON(C)C(=O)N,-10.79528674
N1CCCC1,OCCOCCOCCO,-13.54917727
FCCCCCCCC,Brc2cc(C1=NCCC1)cnc2,-10.41187982
OCCC#N,CCCCC=CCO,-6.47417058
Clc2c1ccccc1ccc2,CCOP(CCC)(CCC)=O,-9.6851275
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(C)CC(C)C,-2.80905419
OCC(O)C,OCCOCCCCC,-6.61461321
OCc1ccccc1,C1OCOCO1,-5.35769015
N#Cc1ccccc1,ClCC(=O)N,-7.55928619
CC(=O)c1ccccc1,ClC(Cl)C=C,-4.71799249
CCCN(=O)=O,Fc(cnc1F)cc1F,-4.86098446
CCC=C,FCC(F)(Cl)Cl,-3.72660253
Cc1ncccc1C,Fc(ccc1N(=O)=O)cc1O,-7.7671129
Clc1ccccc1,FC(Cl)C(Cl)(Cl)C(F)(F)F,-4.38195726
OCc1occc1,O=C1NCCCCCCC1,-11.7153427
COCCOC,FC(F)C(Cl)C(F)(F)F,-4.22794415
OCCO,CCCCCCCCCCC(OC(C)C)=O,-6.42165033
CCCOCC(O)C,OC(C)C(=O)N,-10.28970345
CS(C)=O,CCOS(OCC)=O,-6.37054845
Brc1ccccc1,Brc2cc(C1=NCCC1)cnc2,-11.15415998
OCCc1ccccc1,C=CC1OC1,-3.69715359
O=CN,OC(=O)C(=O)Nc1ccccc1,-10.2108942
CS(C)=O,OCCS(CC)(=O)=O,-14.12881402
CCCCOC(C)=O,COCOC(F)(C)C,-4.73702663
OCCC(O)C,COC1C(C(C)OC1C)=O,-6.52689966
CCCCCCCCCCCCCC,Clc3cc2Oc1ccccc1Oc2cc3Cl,-10.81658771
CCCCc1ccccc1,CCCOCC(O)C,-5.69110086
OCc1ccccc1,COCC(C)(C)CF,-4.25422827
CC(C)c(cc1)ccc1C,CC1(S2)SC3(C)SC(C)(C1)SC2(C)C3,-12.53229837
Fc1c(F)c(F)c(F)c(F)c1F,FC(F)N(C(F)F)C(F)(F)C(F)(F)F,-3.70214711
OCCC#N,C(CCC42CC3C1CCCC1C4C3)O2,-6.90803057
O=CN,CC(C)(C)N=P(N=C(N(C)C)N(C)C)(N=C(N(C)C)N(C)C)N=C(N(C)C)N(C)C,-12.48711149
ClC(Cl)(Cl)Cl,CC(OC1CCCCC1)=O,-6.97495126
NCCCN,CCC(=O)Nc(ccc1Cl)cc1Cl,-16.63280189
C1OC1,CN(C)C=NC(SCc1ccccc1)=S,-17.49123334
CNC=O,n1cscc1,-5.78893394
NCCN,CCCNC(NC)=NC#N,-18.85076048
OC(C)C(O)C,FC2C(CC(CC32)CC1C3)C1F,-6.27228848
COC(OC)=O,OC1=NC(=N)NC2=C1NC=C2,-17.47694751
CCCCCCCCC,CC2c1ccccc1CCC2,-7.41431952
COCCO,CCc1nccnc1CC,-7.74374606
CC(C)c(cc1)ccc1C,COC(=O)C(C(F)(F)F)=O,-4.29532352
CCCC#N,OCCOCCOCC,-8.50490289
ClB(Cl)Cl,O=C1CC(C1)=O,-4.96064126
CCOP(OCC)(OCC)=O,CCOC(=O)C(C)=CC(C)C,-6.69042491
CCC(C)=O,Nc1nc(C)ccn1,-8.427249
CC(=C)C#C,Nc2ccc(N)c3c2C(=O)c1ccccc1C3=O,-14.93848027
CCCCC(CO)CC,COc1cc(C=O)ccc1O,-10.133663
CCN(CC)CC,CCCCCC#CCCCC,-7.13901367
CCNC=O,CC1=C(C)NC(S1)=S,-13.54234895
OCCCC,OCC(C)C(C)=O,-7.93937761
CCN(CC)C(C)=O,CC(Cl)CC(C)Cl,-6.24403506
CC(C)(C)CC(C)=C,COCCOc1ccccc1,-7.77311615
NCC,NC(C)CCCC(C)C,-6.71586099
O=C1CCCO1,FC(F)(F)N1CCOC1,-5.08789087
CCNCC,CC3(C)CCC(C(C2(C)C)C31CC2CC1)=O,-10.32080116
O=CN,COc1ccc(C)cc1C,-4.35566475
OCCC#N,CC(=O)Nc1sc(nn1)S(=O)(=O)N,-22.50442581
CCC(C)(C)C,CC(C)(C)OC(CC(C)=O)=O,-6.42517082
ClC1CCCCC1,ClP(Cl)(Cl)=O,-5.2725551
CCC,CC(C)CCOC(CCC)=O,-7.08090837
Cc1ccc(C)cc1,ON=C1C=CC(=NO)C=C1,-8.77276976
O=S=O,OCCCC#C,-6.49091859
FC(F)C(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-4.76978955
ClC(Cl)C(O)=O,NCCCc1ccccc1,-13.3359211
CC(C)CC(C)=O,CCCOC(=O)c1cocc1,-7.66639974
FC(F)C(F)C(F)(F)F,N1N=C(C2=NC3=CC=CC=C3N2)C2=C1C=CC=C2,-15.31485367
CCCCOC(C)=O,CNC(CC(F)(F)F)C(F)(F)F,-5.32176067
N#CCCCCC#N,FCC(F)(Cl)C(F)F,-3.70407711
CC(C)CC(C)C,CC#CC(O)=O,-4.22036814
N1CCCC1,CCCCCCCCCC(C)CC#N,-10.92649
COC(CC#N)=O,OCC=CC=CC,-6.52888489
OCCC(C)C,Cc1ccc(cc1)S(=O)(=O)N,-12.90609145
OCC1CCCO1,Oc(ccc1O)cc1Cl,-12.96389911
CC(C)CC(C)C,FC(F)(F)C(F)(F)C(F)(C)C(C)(C)C,-4.72024301
N#Cc1ccccc1,OCCN(CC)c2ccc(N=Nc1ccc(cc1)N(=O)=O)cc2,-23.15930043
CCC(C)=O,CCC(CC)=CC,-3.80434949
NC(C)C,OCCCCCCC,-9.2409406
OCCCCCC,COCC(C)OC,-4.637360299999999
CCCCCCCCCC,CC(C(O)=O)c2cc(ccc2)C(=O)c1ccccc1,-12.13328288
CCOCCOCCOCC,CCCCCCCCCCCCCC(=O)NC,-14.12939498
N#CCCCC#N,CCCCCC(OCCC=CCC)=O,-7.35383224
CC(OCc1ccccc1)=O,CC(CC(O)=O)C(O)=O,-12.226198599999998
CCC#N,Fc(ccc1F)cc1N(=O)=O,-8.01528984
CCNCC,NCC(C)CC,-4.87604253
CCCCCCCCCCC,CC(C)CCCC(C)CC=O,-7.06744067
OC1CCCCC1,CCC(C)c1nccnc1OC,-7.55046204
FC(F)(F)C(F)(F)C(F)(F)F,PP,-1.56884192
OCCCCC,OS(c2c1ccccc1ccc2)(=O)=O,-16.35426912
CC(Br)Br,CC(C)COC(C)(C)C,-5.16566476
CCC(C)c1ccccc1,FC(F)(F)S(=O)(=O)N=C(c1ccccc1)NS(C(F)(F)F)(=O)=O,-12.61766446
OCCOCCCC,CCOC(=O)C#N,-5.13296073
CCCC(C)=O,CCCCCCCc1ccccc1,-8.52917394
CCCCCN(CCCCC)CCCCC,FCCC(F)(F)C(F)(F)C(F)CF,-4.05583633
OC(C)(C)C,CCCCCCCC1CC1C(O)=O,-11.6645968
CC(CC(C)=O)=O,ClNc1nc(NCl)nc(NCl)n1,-16.66699315
CC(C)=C,CCOC(C1CCCCC1)=O,-7.696660899999999
CC(C)OC(C)C,CC(Cl)C(C(F)(F)F)C(F)(F)F,-4.50030992
OCC(O)C,CCOP1(OCCO1)=O,-10.171791
CC=O,CC1CCC2CC1SC2(C)C,-7.41081334
CCC(C)c1ccccc1,Clc2nc1ccccc1cc2,-9.01672049
OCCC,CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1,-20.71691679
CCCOCC(O)C,CC(Cl)N(=O)=O,-5.34127996
NCCN,Nc2c1ncnc1n(C)cn2,-18.0089658
CCC(O)CC,FC(F)C(F)(F)C(F)(F)Br,-3.22228399
Cc1ccccn1,Cc1nc(Cl)ccc1,-7.47280117
O1CCCC1,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C,-2.97199034
Oc1cc(C)ccc1,Cc(ccc1N(=O)=O)cc1C,-9.57146523
N#CCc1ccccc1,S1C=CSC1=C2SC=CS2,-12.40540614
OCc1ccccc1,Clc2cc1Oc(cc3Cl)c(Oc1cc2Cl)cc3Cl,-12.63569209
CCCCCCCC,CNCCCN(C)C,-5.48415824
CCCCC(CC)=O,CCCCCCC1C(CCC1C(OC)=O)=O,-11.33511637
CCCCCCOC(C)=O,CCCCCCCCCOC=O,-8.41564575
COCCOC,CC(=O)c1oc(C)cc1C,-7.90504719
CN1CCN(C)C1=O,FC(F)CC(C)C,-3.69723151
CC(C)CCC(C)(C)C,CCC(O)C(C)(C)C,-4.97293198
SC,CCCC(C)C(C)(C)C,-5.27591007
Cc1ccccc1,CCC(=N)N=C,-5.19573528
ClC(Cl)=C(Cl)Cl,CCCCCC(OC1)OC1C,-7.44364284
CC(C)CCC(C)(C)C,Cc2cccc3c2n1cnnc1s3,-11.1485297
Nc1ccccc1,c2nc1nccnc1cn2,-11.1216468
CC(Br)Br,CC(CO1)OC1(C)C,-5.76048466
CCOCC,FCC(C)(C)CC,-4.11172246
Brc2c1ccccc1ccc2,CC(C)c(cccc1O)c1C,-8.48608526
FC(F)(F)C(F)(F)C(F)(F)F,CCOP(C)(OCC)=O,-4.49655753
ClB(Cl)Cl,ClCC(CCl)=O,-5.14040607
Cc1nc(C)ccc1,OO,-8.70445835
BrCCBr,C=CCSCC=C,-5.70584517
CCC#N,CCCCCCC(CCC=O)=O,-9.8270201
N#CCCOCCC#N,CCOc1cc(C)ccc1O,-8.01732728
BrC(Br)Br,ClCC=CCCl,-6.26759133
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,Nc1sc(cn1)N(=O)=O,-13.77982066
CCCCC(CO)CC,OC(CC(O)=O)(CC(O)=O)C(O)=O,-17.00246508
OCCCl,CC(C)OC(CC)=O,-5.31521206
COC(C)=O,CC(C)(C)Br,-4.75621159
OCc1ccccc1,ClC(Cl)=N,-4.19964707
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,N1CC=CCC1,-4.58347149
ClC(Cl)C(Cl)Cl,CCCCCCOC(C)=O,-8.07214786
O,CCCSSCC=C,-1.28531558
