smiles,text
CC(=O)OCCC,"N-propyl acetate appears as a clear colorless liquid with a pleasant odor. Flash point 58 °F. Less dense than water, Vapors are heavier than air.The molecule is an acetate ester obtained by the formal condensation of acetic acid with propanol. It has a role as a fragrance and a plant metabolite. It is functionally related to a propan-1-ol.The molecule is a natural product found in Zingiber mioga, Saussurea involucrata, and other organisms with data available.The molecule is a metabolite found in or produced by Saccharomyces cerevisiae."
[nH]1ccnc1,The molecule is an imidazole tautomer which has the migrating hydrogen at position 1. It is a conjugate base of an imidazolium cation. It is a conjugate acid of an imidazolide. It is a tautomer of a 4H-imidazole.The molecule is a natural product found in Lens culinaris and Homo sapiens with data available.
CC1=CCC(CC1OC(=O)C)C(=C)C,"The molecule is a clear colorless liquid. (NTP, 1992)The molecule is a natural product found in Citrus, Mentha pulegium, and other organisms with data available."
CC1=C(C2CCC1C2)C,"The molecule is a hydrocarbon.The molecule is a natural product found in Chaerophyllum macrospermum, Pinus sylvestris, and other organisms with data available."
CC=C,The molecule is a colorless gas with a faint petroleum like odor. It is shipped as a liquefied gas under its own vapor pressure. For transportation it may be stenched. Contact with the liquid can cause frostbite. It is easily ignited. The vapors are heavier than air. Any leak can either be liquid or vapor. It can asphyxiate by the displacement of air. Under prolonged exposure to fire or intense heat the containers may rupture violently and rocket. It is used to make other chemicals. Can cause explosion.The molecule is an alkene that is propane with a double bond at position 1. It has a role as a refrigerant and a xenobiotic. It is an alkene and a gas molecular entity.The molecule is a natural product found in Senna sophera with data available.
CCCCCCCN,The molecule is an alkylamine.
B(Cl)(Cl)Cl,"The molecule is toxic. Under prolonged exposure to fire or intense heat, the containers may rupture violently and rocket. Used as a catalyst in chemical manufacture, in soldering fluxes, and for many other uses."
C(CO)C#N,"The molecule is a colorless to yellow-brown liquid with a weak odor. Sinks and mixes with water. (USCG, 1999)The molecule is a chemical compound of cyanide."
N,"The molecule is lighter than air, the vapors from a leak will initially hug the ground. Long term exposure to low concentrations or short term exposure to high concentrations may result in adverse health conditions from inhalation. Prolonged exposure of containers to fire or heat may result in their violent rupturing and rocketing.The molecule is lighter than air, vapors from a leak initially hug the ground. Prolonged exposure of containers to fire or heat may cause violent rupturing and rocketing. Long-term inhalation of low concentrations of the vapors or short-term inhalation of high concentrations has adverse health effects. Used as a fertilizer, as a refrigerant, and in the manufacture of other chemicals.   Rate of onset: Immediate  Persistence: Minutes  Odor threshold: 17 ppm  Source/use/other hazard: Explosives manufacture; pesticides; detergents industry.Ammonia, solution, with more than 10% but not more than 35% ammonia appears as a colorless aqueous liquid solution with a strong odor of ammonia. Both liquid and vapors extremely irritating, especially to the eyes.The molecule is produced by human activity. It is an important source of nitrogen which is needed by plants and animals. Bacteria found in the intestines can produce ammonia. Ammonia is a colorless gas with a very distinct odor. This odor is familiar to many people because ammonia is used in smelling salts, many household and industrial cleaners, and window-cleaning products. Ammonia gas can be dissolved in water. This kind of ammonia is called liquid ammonia or aqueous ammonia. Once exposed to open air, liquid ammonia quickly turns into a gas. Ammonia is applied directly into soil on farm fields, and is used to make fertilizers for farm crops, lawns, and plants. Many household and industrial cleaners contain ammonia.The molecule is an azane that consists of a single nitrogen atom covelently bonded to three hydrogen atoms. It has a role as a nucleophilic reagent, a neurotoxin, a metabolite, an EC 3.5.1.4 (amidase) inhibitor, a refrigerant and a mouse metabolite. It is an azane, a mononuclear parent hydride and a gas molecular entity. It is a conjugate base of an ammonium. It is a conjugate acid of an azanide.The molecule is a naturally-occurring compound with a chemical formula NH3 and structure of trigonal pyramidal geometry. It is a colorless gas with a pungent smell, and become NH4, or ammonium ion, when in water. Although ammonia is used as a food additive in the anhydrous form and serves as a starting material in pharmaceutical and commercial products, it is caustic and hazardous when concentrated. Ammonia gas has been used in the clinical setting as a respiratory stimulant to prevent fainting. The radiolabelled form of ammonia, ammonia N 13, is intravenously administered as a radioactive diagnostic agent for Positron Emission Tomography (PET) imaging of the myocardium to evaluate myocardial perfusion. Ammonia is a natural byproduct of biological and chemical reactions, including decomposition of organic matter, including plants, animals, and animal wastes. It is present in normally present in all tissues constituting a metabolic pool, where it is mostly taken up by glutamic acid and take part in transamination and other reactions, including the synthesis of protein by the Krebs-Hanseleit cycle in the liver. It is proposed that human adults produce about 1000 mmol of ammonia daily, most of which undergoes excretion in the urine.The molecule is a metabolite found in or produced by Escherichia coli (strain K12, MG1655).The molecule is a natural product found in Iochroma fuchsioides, Cannabis sativa, and other organisms with data available.The molecule is an inorganic compound composed of a single nitrogen atom covalently bonded to three hydrogen atoms that is an amidase inhibitor and neurotoxin. It is both manufactured and produced naturally from bacterial processes and the breakdown of organic matter. Ammonia is used in many industrial processes, and as a fertilizer and refrigerant. It is characterized as a colorless gas or compressed liquid with a pungent odor and exposure occurs by inhalation, ingestion, or contact.The molecule is a colorless alkaline gas with a characteristic sharp smell. Ammonia is one of the most abundant nitrogen-containing compounds in the atmosphere. It is an irritant with a characteristic pungent odor, which is widely used in industry. Inasmuch as ammonia is highly soluble in water and, upon inhalation, is deposited in the upper airways, occupational exposures to ammonia have commonly been associated with sinusitis, upper airway irritation, and eye irritation. Acute exposures to high levels of ammonia have also been associated with diseases of the lower airways and interstitial lung. Ammonia has been shown to be a neurotoxin that predominantly affects astrocytes. Disturbed mitochondrial function and oxidative stress, factors implicated in the induction of the mitochondrial permeability transition, appear to be involved in the mechanism of ammonia neurotoxicity. Ammonia is formed in nearly all tissues and organs of the vertebrate organism; it is the most common endogenous neurotoxic compounds. Ammonia can affect the glutamatergic and GABAergic neuronal systems, the two prevailing neuronal systems of the cortical structures. Ammonia is well recognized to be central in the pathogenesis of hepatic encephalopathy and has been of importance to generations dating back to the early Egyptians. The gut produces ammonia which is metabolized in the liver and almost all organ systems are involved in ammonia metabolism. Colonic bacteria produce ammonia by splitting urea and other amino acids, however this does not explain hyperammonemia and hepatic encephalopathy. The alternative explanation is that hyperammonemia is the result of intestinal breakdown of amino acids, especially glutamine. The intestines have significant glutaminase activity, predominantly located in the enterocytes. On the other hand, this organ has only a little glutamine synthetase activity, making it a major glutamine-consuming organ. In addition to the intestine, the kidney is an important source of blood ammonia in patients with liver disease. Ammonia is also taken up by the muscle and brain in hepatic coma, and there is confirmation that ammonia is metabolized in muscle. The excessive formation of ammonia in the brains of Alzheimer's disease patients has been demonstrated, and it has been shown that some Alzheimer's disease patients exhibit elevated blood ammonia concentrations. Ammonia is the most important natural modulator of lysosomal protein processing: there is evidence for the involvement of aberrant lysosomal processing of beta-amyloid precursor protein (beta-APP) in the formation of amyloid deposits. Inflammatory processes and activation of microglia are widely believed to be implicated in the pathology of Alzheimer's disease. Ammonia is able to affect the characteristic functions of microglia, such as endocytosis, and cytokine production. Based on these facts, an ammonia-based hypothesis for Alzheimer's disease has been suggested. (A7717, A7718, A7719, A7720, A7721).The molecule is a metabolite found in or produced by Saccharomyces cerevisiae.The molecule is formed in the body during decomposition of organic materials during a large number of metabolically important reactions. Note that the aqueous form of ammonia is referred to as AMMONIUM HYDROXIDE."
O=C(OCCOCCCC)C1=CC=CC=C1C(OCCOCCCC)=O,The molecule is a phthalate ester obtained by the formal condensation of both the carboxy groups of phthalic acid with two molecules of 2-butoxyethanol. It has a role as a xenobiotic. It is a diester and a phthalate ester. It is functionally related to a 2-butoxyethanol.
C1=CC=C2C(=C1)C=CN=N2,"The molecule is an azaarene that is the 1,2-diaza analogue of naphthalene. The parent of the class of cinnolines. It is a mancude organic heterobicyclic parent, a member of cinnolines, an azaarene and an ortho-fused heteroarene."
CC(Cl)Cl,"1,1-dichloroethane appears as a colorless liquid with an ether-like odor. Slightly soluble in water and slightly denser than water. Flash point below 70 °F. Vapors denser than air. Used to make other chemicals.The molecule is a colorless, oily liquid with a sweet odor. It evaporates easily at room temperature and burns easily. It does not occur naturally in the environment.In the past, 1,1-dichloroethane was used as a surgical anesthetic, but it is no longer used this way. Today it is used primarily to make other chemicals, to dissolve substances such as paint, varnish, and finish removers, and to remove grease.The molecule is an organochlorine compound.The molecule is primarily used as an intermediate in chemical synthesis. Acute (short-term) inhalation exposure to high levels of ethylidene dichloride in humans results in central nervous system (CNS) depression and a cardiostimulating effect resulting in cardiac arrhythmias. Studies in animals have reported effects on the kidney. No information is available on the chronic (long-term), reproductive, developmental, or carcinogenic effects of ethylidene dichloride in humans. An oral animal study reported a significantly positive dose-related trend in hemangiosarcomas, mammary tumors, liver tumors, and endometrial stromal polyps. EPA has classified ethylidene dichloride as a Group C, possible human carcinogen.The molecule is a colorless, oily, man-made liquid. It evaporates quickly at room temperature and has an odor like ether. 1,1-Dichloroethane burns easily. When 1,1-dichloroethane is released to the environment, it usually exists as a vapor rather than a liquid. It is used primarily to make 1,1,1-trichloroethane and a number of other chemicals. It is also used to dissolve other substances such as paint, varnish and finish removers, and to remove grease. 1,1-Dichloroethane was used as a surgical anesthetic, but is no longer. (L403)"
CC(=O)NC1CCSC1=O,The molecule is a N-acyl-amino acid.
CC(C)CCCC(=O)C,"The molecule is a ketone.The molecule is a natural product found in Aloe africana, Solanum lycopersicum, and other organisms with data available."
CCOC(=O)CC(=O)OCC,The molecule is a dicarboxylic acid.The molecule is a natural product found in Mimusops elengi and Panax ginseng with data available.The molecule is a metabolite found in or produced by Saccharomyces cerevisiae.
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,The molecule is an organosiloxane that is trisiloxane in which all the hydrogens have been replaced by methyl groups.
COCCO,"Ethylene glycol monomethyl ether appears as a clear colorless liquid. Flash point of 110 °F. Less dense than water. Vapors are heavier than air.The molecule is a hydroxyether that is ethanol substituted by a methoxy group at position 2. It has a role as a protic solvent and a solvent.The molecule is a natural product found in Solanum lycopersicum with data available.The molecule is a clear and colorless liquid at room temperature mainly used as a solvent. It is used for many purposes including varnishes, dyes, resins, printing, finishing textile, and semiconductor manufacturing. It is a central nervous system toxicant and has been shown to damage the lungs and kidneys in animal testing."
C1=CC(=CC(=C1)O)O,"The molecule is a very white crystalline solid that becomes pink on exposure to light if not completely pure. Burns although ignition is difficult. Density approximately 1.28 g / cm3. Irritating to skin and eyes. Toxic by skin absorption. Used to make plastics and pharmaceuticals.The molecule is a benzenediol that is benzene dihydroxylated at positions 1 and 3. It has a role as an erythropoietin inhibitor and a sensitiser. It is a benzenediol and a member of resorcinols.The molecule is a 1,3-isomer (or meta-isomer) of benzenediol with the formula C6H4(OH)2. It is used as an antiseptic and disinfectant in topical pharmaceutical products in the treatment of skin disorders and infections such as acne, seborrheic dermatitis, eczema, psoriasis, corns, calluses, and warts. It exerts a keratolytic activity. Resorcinol works by helping to remove hard, scaly, or roughened skin.  Although it is primarily indicated for use as a topical application, resorcinol also possesses a well-documented anti-thyroidal activity that is generally not relied upon for any kind of formal therapeutic indication.The molecule is a natural product found in Xanthium orientale, Anacardium occidentale, and other organisms with data available."
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,"The molecule is a colorless oily liquid. It is insoluble in water. The primary hazard is the threat to the environment. Immediate steps should be taken to limit its spread to the environment. Since it is a liquid it can easily penetrate the soil and contaminate groundwater and nearby streams. It is combustible though it may take some effort to ignite. It is used in paints and plastics and as a reaction media for chemical reactions.The molecule is a manufactured chemical that does not occur naturally. It is an odorless and oily liquid that is colorless to faint yellow in color. It is slightly soluble in water and does not evaporate easily. Di-n-phtalate is used to make plastics more flexible and is also in carpet backings, paints, glue, insect repellents, hair spray, nail polish, and rocket fuel.The molecule is a phthalate ester that is the diester obtained by the formal condensation of the carboxy groups of phthalic acid with two molecules of butan-1-ol. Although used extensively as a plasticiser, it is a ubiquitous environmental contaminant that poses a risk to humans. It has a role as an environmental contaminant, a teratogenic agent, a plasticiser, a metabolite and an EC 3.2.1.20 (alpha-glucosidase) inhibitor. It is a phthalate ester and a diester. It is functionally related to a butan-1-ol.The molecule is used in making flexible plastics that are found in a variety of consumer products. It appears to have relatively low acute (short-term) and chronic (long-term) toxicity. No information is available regarding the effects in humans from inhalation or oral exposure to dibutyl phthalate, and only minimal effects have been noted in animals exposed by inhalation. No studies are available on the reproductive, developmental, or carcinogenic effects of dibutyl phthalate in humans. Animal studies have reported developmental and reproductive effects from oral exposure. EPA has classified dibutyl phthalate as a Group D, not classifiable as to human carcinogenicity.The molecule is a natural product found in Scutellaria amoena, Eleutherococcus sessiliflorus, and other organisms with data available.The molecule is found in cloves. DBP was added to the California Proposition 65 (1986) list of suspected teratogens in November 2006. It is a suspected endocrine disruptor. It was used in some nail polishes; all major producers began eliminating this chemical from nail polishes in the Fall of 2006. Dibutyl phthalate (DBP) is a commonly used plasticizer. It is also used as an additive to adhesives or printing inks. It is soluble in various organic solvents, e.g. in alcohol, ether and benzene. DBP is also used as an ectoparasiticide.A plasticizer used in most plastics and found in water, air, soil, plants and animals. It may have some adverse effects with long-term exposure."
C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)O,"M-nitrobenzoic acid appears as off white to yellowish-white crystals. Bitter taste. Melts in hot water. (NTP, 1992)"
CCNC1=NC(=NC(=N1)OC)NC(C)C,"The molecule is a diamino-1,3,5-triazine that is N-ethyl-N'-(propan-2-yl)-1,3,5-triazine-2,4-diamine substituted by a methoxy group at position 6. It is an agrochemical used as a herbicide. It has a role as an environmental contaminant, a xenobiotic, an agrochemical and a herbicide. It is a diamino-1,3,5-triazine and a methoxy-1,3,5-triazine."
CC1=CC=CC=C1Cl,"The molecule is a colorless liquid with an aromatic odor. Denser than water and poorly soluble in water. Hence sinks in water. (USCG, 1999)"
CCOC1=CC=C(C=C1)NC(=O)C,"The molecule is an odorless fine white crystalline solid with a lightly bitter taste. Used as an analgesic medicine.The molecule is a member of the class of acetamides that is acetamide in which one of the hydrogens attached to the nitrogen is substituted by a 4-ethoxyphenyl group. It has a role as a non-narcotic analgesic, a peripheral nervous system drug and a cyclooxygenase 3 inhibitor. It is a member of acetamides and an aromatic ether. It is functionally related to a N-phenylacetamide, a 4-ethoxyaniline and a paracetamol.Phenacetin was withdrawn from the Canadian market in June 1973 due to concerns regarding nephropathy (damage to or disease of the kidney).The molecule is a synthetic, white crystalline solid that is slightly soluble in water and benzene, soluble in acetone and very soluble in pyrimidine. It is used in research as the preferred marker for detecting CYP1A2-based inhibition potential in vitro. Human ingestion of phenacetin can result in a bluish discoloration of the skin due to a lack of oxygen in the blood (cyanosis), dizziness and respiratory depression. It is reasonably anticipated to be a human carcinogen. (NCI05)Phenacetin was withdrawn from the Canadian market in June 1973 due to concerns regarding nephropathy (damage to or disease of the kidney).A phenylacetamide that was formerly used in ANALGESICS but nephropathy and METHEMOGLOBINEMIA led to its withdrawal from the market. (From Smith and Reynard, Textbook of Pharmacology,1991, p431)"
P,"Phosphine appears as a colorless gas with a disagreeable odor of fish or garlic. Boiling point -126 °F; freezing point -209 °F. Very toxic by inhalation at extremely low concentrations. Prolonged heating may cause containers to rupture violently and rocket.   Rate of onset: Immediate & Delayed (Lungs)  Persistence: Minutes - hours  Odor threshold: 0.9 ppm  Source/use/other hazard: Insecticide; used in manufacture of flame retardants and incendiaries.The molecule is a colorless, flammable, and explosive gas at ambient temperature that has the odor of garlic or decaying fish. Small amounts occur naturally from the break down of organic matter. It is slightly soluble in water. Phosphine is used in semiconductor and plastics industries, in the production of a flame retardant, and as a pesticide in stored grain.The molecule is the simplest phosphine, consisting of a single phosphorus atom with three hydrogens attached. It has a role as a carcinogenic agent and a fumigant insecticide. It is a member of phosphanes, a phosphine and a mononuclear parent hydride. It is a conjugate base of a phosphonium. It is a conjugate acid of a phosphanide.The molecule is used as an insecticide for the fumigation of grains, animal feed, and leaf-stored tobacco. Acute (short-term) inhalation exposure to phosphine may cause headaches, dizziness, fatigue, drowsiness, burning substernal pain, nausea, vomiting, cough, labored breathing, chest tightness, pulmonary irritation, pulmonary edema, and tremors in humans. Convulsions may ensue after an apparent recovery. Chronic (long-term) occupational exposure of workers to phosphine may cause inflammation of the nasal cavity and throat, weakness, dizziness, nausea, gastrointestinal, cardiorespiratory, and central nervous system symptomology, jaundice, liver effects, and increased bone density. EPA has classified phosphine as a Group D, not classifiable as to human carcinogenicity.The molecule is a natural product found in Artemia salina with data available.The molecule is a highly toxic phosphorus hydride that is formed naturally via the anaerobic decay of phosphorus-containing organic matter or is prepared by an alkali metal hydroxide or white phosphorus hydrolysis reaction. Phosphine is used in industrial processes, in flame retardant production, and as a pesticide. It is characterized as a colorless gas that is odorless when pure. Exposure occurs by inhalation, ingestion, or contact.Fumigant for cereals, flour, packaged foodsPhosphine has been shown to exhibit anti-tumor function (A7737).The molecule is belongs to the class of 'other non-metals'."
C(CCC(=O)O)CC(=O)O,"The molecule is a white crystalline solid. It is insoluble in water. The primary hazard is the threat to the environment. Immediate steps should be taken to limit its spread to the environment. It is used to make plastics and foams and for other uses.The molecule is an alpha,omega-dicarboxylic acid that is the 1,4-dicarboxy derivative of butane. It has a role as a food acidity regulator and a human xenobiotic metabolite. It is an alpha,omega-dicarboxylic acid and a dicarboxylic fatty acid. It is a conjugate acid of an adipate(1-)."
CC=CC=O,The molecule is a natural product found in Patrinia villosa with data available.
C1CCC(=NO)CC1,"Prisms, liquid or light tan crystalline solid. (NTP, 1992)"
CCCCCC(=O)[O-],"The molecule is a short-chain fatty acid anion that is the conjugate base of hexanoic acid (also known as caproic acid). It has a role as a human metabolite and a plant metabolite. It is a short-chain fatty acid anion, a straight-chain saturated fatty acid anion and a fatty acid anion 6:0. It is a conjugate base of a hexanoic acid."
C1=CC=C(C=C1)C2=CC=C(C=C2)O,"The molecule is a member of the class of hydroxybiphenyls that is biphenyl carrying a hydroxy group at position 4.The molecule is estrogen recepto(ER) alpha agonists, antagonists for androgen receptor (AR). It is a weak inhibitors on expression under control of the progesterone receptor(PR)."
CCSC,The molecule is a natural product found in Coffea arabica with data available.
C1CCNC(=O)C1,"The molecule is a delta-lactam that is piperidine which is substituted by an oxo group at position 2. It has a role as an EC 1.2.1.88 (L-glutamate gamma-semialdehyde dehydrogenase) inhibitor. It is a member of piperidones and a delta-lactam.The molecule is a natural product found in Dichilus strictus, Streptomyces antioxidans, and other organisms with data available."
CC(C)CC(C)(C)C,"Isooctane appears as a clear colorless liquid with a petroleum-like odor. Less dense than water and insoluble in water. Vapors are heavier than air.The molecule is an alkane that consists of pentane bearing two methyl substituents at position 2 and a single methyl substituent at position 4. It has a role as a fuel additive, a non-polar solvent and a nephrotoxin. It is an alkane and a volatile organic compound.The molecule is released to the environment through the manufacture, use, and disposal of products associated with the petroleum and gasoline industry. During an accident, 2,2,4-trimethylpentane penetrated the skin of a human which caused necrosis of the skin and tissue in the hand and required surgery. No other information is available on the acute (short-term) effects in humans. Irritation of the lungs, edema, and hemorrhage have been reported in rodents acutely exposed by inhalation and injection. No information is available on the chronic (long-term), reproductive, developmental, or carcinogenic effects of 2,2,4-trimethylpentane in humans. Kidney and liver effects have been observed in rats chronically exposed via gavage (experimentally placing the chemical in the stomach) and inhalation. EPA has not classified 2,2,4-trimethylpentane with respect to potential carcinogenicity.The molecule is a natural product found in Zingiber officinale with data available.The molecule is a hydrocarbon and one of the isomers of octane. Octanes may be found in gasoline. (L1296)"
CNC(=O)Oc1cccc2c1OC(C2)(C)C,"The molecule is an odorless white crystalline solid. Contact with skin may burn skin and eyes. When exposed to heat or flames it may emit toxic oxides of nitrogen. It is toxic by inhalation, skin contact, and/ or ingestion. It is used as a pesticide.The molecule is a carbamate ester and a member of 1-benzofurans. It has a role as an EC 3.1.1.7 (acetylcholinesterase) inhibitor, a carbamate insecticide, an EC 3.1.1.8 (cholinesterase) inhibitor, an acaricide, an agrochemical, an avicide and a nematicide.The molecule is a natural product found in Daucus carota with data available.The molecule is a synthetic carbamate pesticide that is an odorless, white crystalline solid, and exposure occurs by inhalation, ingestion, and contact, and it is an acetylcholinesterase inhibitor, and endocrine disruptor, and a probable reproduction/development intoxicant.The molecule is a carbamate pesticide. It is used as systemic agricultural insecticide, acaricide and nematocide. Carbofuran has been shown to exhibit neuroprotectant and neuroprotective functions (A7790, A7790). Carbofuran belongs to the family of Benzofurans. These are organic compounds containing a benzene ring fused to a furan.The molecule is used as a systemic insecticide, an acaricide, and nematocide. (From Merck Index, 11th ed)"
C1=CC(=CC=C1C2=CC=C(C=C2)Cl)Cl,"The molecule is a dichlorobiphenyl carrying chloro groups at positions 4 and 4' respectively. It is a dichlorobiphenyl and a member of monochlorobenzenes.The molecule is one of 209 polychlorinated biphenyls (PCBs). PCBs are a group of synthetic organic compounds with 1-10 chlorine atoms attached to biphenyl. They were manufactured as commercial mixtures but banned in the 1970's because they were found to bioaccumulate and cause harmful health effects. However, PCBs do not break down readily and are still found in the environment. (L4)"
CCN1CCCC1=O,The molecule is a N-alkylpyrrolidine.
C(C1C(C(C(C(O1)O)O)O)O)O,"The molecule is a hexose.The molecule is a natural product found in Prunus angustifolia, Streptomyces griseus, and Punica granatum with data available."
C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43,"The molecule is the threat to the environment. Immediate steps should be taken to limit spread to the environment. Toxic by ingestion. Used to make other chemicals.The molecule is an ortho-fused polycyclic arene found commonly in the coal tar. It has a role as a plant metabolite.The molecule is a natural product found in Camellia sinensis with data available.The molecule is an aromatic hydrocarbon in coal tar, allied to naphthalene and anthracene. It is a white crystalline substance, C18H12, of strong blue fluorescence, but generally colored yellow by impurities.The molecule is one of over 100 different polycyclic aromatic hydrocarbons (PAHs). PAHs are chemicals that are formed during the incomplete burning of organic substances, such as fossil fuels. They are usually found as a mixture containing two or more of these compounds. (L10)"
C1=CC=C(C(=C1)O)Br,The molecule is a bromophenol. It has a role as a marine metabolite.The molecule is a natural product found in Ulva lactuca with data available.
C1=CC=C(C=C1)OC(=O)OC2=CC=CC=C2,The molecule is a carbonate ester that is the diphenyl ester of carbonic acid.
c1cc(cc(c1)Cl)N,"The molecule is a colorless to light amber liquid with a sweet odor. (NTP, 1992)"
CCSCC,Diethyl sulfide appears as a colorless oily liquid with a garlic-like odor. Less dense than water. Vapors heavier than air. May irritate skin and eyes. Used to make other chemicals.The molecule is an ethyl sulfide compound having two ethyl groups attached to a sulfur atom.The molecule is a natural product found in Zingiber officinale with data available.The molecule is a metabolite found in or produced by Saccharomyces cerevisiae.
C[Si](C)(C)C,"Tetramethylsilane appears as a colorless, mildly acidic volatile liquid. A serious fire hazard. Mildly toxic by ingestion. Emits acrid smoke and fumes when heated to high temperatures. Less dense than water and insoluble in water, but soluble in most organic solvents. Used as an aviation fuel and as an internal standard for nmr analytical instruments.The molecule is an organosilicon compound that is silane in which the hydrogens have been replaced by methyl groups."
CC=CC1=CC(=C(C=C1)O)OC,"The molecule is a natural product found in Chaerophyllum macrospermum, Hedychium spicatum, and other organisms with data available."
C(=O)(Cl)Cl,"Phosgene appears as a colorless gas or very low-boiling, volatile liquid with an odor of new-mown hay or green corn. Extremely toxic. Warning properties of the gas inhaled are slight, death may occur within 36 hours (Lewis, 3rd ed., 1993, p. 1027). Prolonged exposure of the containers to intense heat may result in their violent rupturing and rocketing.   Rate of onset: Immediate & Delayed (Lungs)  Persistence: Minutes - hours  Odor threshold: 0.5 ppm  Source/use/other hazard: Dye, pesticide, and other industries; history as war gas, corrosive/irritating.The molecule is a colorless nonflammable gas that has the odor of freshly cut hay. It is a manufactured chemical, but small amounts occur naturally from the break down of chlorinated compounds. Phosgene is used in the manufacture of other chemicals such as dyestuffs, isocyanates, polycarbonates and acid chlorides; it is also used in the manufacture of pesticides and pharmaceuticals. Phosgene can also be used to separate ores. Phosgene is a gas at room temperature, but is sometimes stored as a liquid under pressure or refrigeration.The molecule is an acyl chloride obtained by substitution of both hydrogens of formaldehyde by chlorine. It is functionally related to a formaldehyde.The molecule is used as a chemical intermediate; in the past, it was used as a chemical warfare agent. Phosgene is extremely toxic by acute (short-term) inhalation exposure. Severe respiratory effects, including pulmonary edema, pulmonary emphysema, and death have been reported in humans. Severe ocular irritation and dermal burns may result following eye or skin exposure. Chronic (long-term) inhalation exposure to phosgene has been shown to result in some tolerance to the acute effects noted in humans, but may also cause irreversible pulmonary changes of emphysema and fibrosis. Limited human studies indicate no increase in the incidence of cancer among workers chronically exposed to phosgene. EPA has classified phosgene as a Group D compound, not classifiable as to human carcinogenicity.The molecule is a synthetic formaldehyde derivative with both hydrogens substituted by chlorine. Phosgene is used in the manufacture of other chemicals, pesticides, and pharmaceuticals. It can also be used to separate ores, and has been used as a chemical warfare agent. It is characterized as a colorless to light yellow gas at room temperature and normal pressure or as a liquid under pressure or with refrigeration, with an odor of freshly cut hay. Exposure occurs by inhalation, ingestion, or contact.The molecule is an insidious poison as it is not irritating immediately, even when fatal concentrations are inhaled. (From The Merck Index, 11th ed, p7304)"
C(C(F)(F)F)(Cl)Br,"The molecule is a clear colorless highly volatile liquid with a sweet chloroform-like odor. Density 1.875 g / cm3. Boiling point 122.4 °F (50.2 °C). Noncombustible.The molecule is a haloalkane comprising ethane having three flouro substituents at the 1-position as well as bromo- and chloro substituents at the 2-position. It has a role as an inhalation anaesthetic. It is a haloalkane, an organofluorine compound, an organochlorine compound and an organobromine compound.The molecule is often given concomitantly. Because halothane may not produce sufficient muscle relaxation, supplemental neuromuscular blocking agents may be required. (From AMA Drug Evaluations Annual, 1994, p178)The molecule is a potent volatile halogenated anesthetic gas that has been linked to many cases of idiosyncratic acute liver injury that are frequently severe. The potential of halothane to cause hepatotoxicity and the greater safety of newer anesthetics has led to a decrease in its use, currently limited to special situations, particularly in children. Because halothane is relatively inexpensive it continues to be used in developing countries.The molecule is a nonflammable, halogenated, hydrocarbon and general inhalation anesthetic. Although the exact mechanism of action is unknown, halothane provides relatively rapid induction of anesthesia by depressing the central nervous system, thereby producing a reversible loss of consciousness and sensation. (NCI05)The molecule is often given concomitantly. Because halothane may not produce sufficient muscle relaxation, supplemental neuromuscular blocking agents may be required. (From AMA Drug Evaluations Annual, 1994, p178)The molecule is often given concomitantly. Because halothane may not produce sufficient muscle relaxation, supplemental neuromuscular blocking agents may be required. (From AMA Drug Evaluations Annual, 1994, p178)"
CC(C)CCC(C)C,The molecule is a hydrocarbon and one of the isomers of octane. Octanes may be found in gasoline. (L1296)
C(COCCOCCOCCO)O,"The molecule is a colorless to straw-colored liquid with a mild odor. Sinks and mixes with water. (USCG, 1999)The molecule is a poly(ethylene glycol).The molecule is an industrial solvent/chemical with a higher boiling point and lower volatility than the lower ethylene glycols. It is especially useful in polyester resins and as a plasticizer. Tetraethylene glycol is also used as a chemical intermediate and as a solvent in the production of inks and dyes. Tetraethylene glycol is often used as a process solvent in hydrocarbon purification processes and as a coupling agent in the production of textile lubricants and formulations."
C1C(C(C(C(O1)O)O)O)O,The molecule is a natural product found in Ascophyllum nodosum with data available.Monosaccharide sugar molecules that contain a five carbon backbone.
CCOC(=O)C,"Ethyl acetate appears as a clear colorless liquid with a fruity odor. Flash point 24 °F. Less dense than water. Vapors heavier than air.The molecule is the acetate ester formed between acetic acid and ethanol. It has a role as a polar aprotic solvent, an EC 3.4.19.3 (pyroglutamyl-peptidase I) inhibitor, a metabolite and a Saccharomyces cerevisiae metabolite. It is an acetate ester, an ethyl ester and a volatile organic compound.The molecule is a natural product found in Vitis rotundifolia, Cinnamomum sieboldii, and other organisms with data available.The molecule is a metabolite found in or produced by Saccharomyces cerevisiae."
C1=CC=C(C=C1)C2=CC=C(C=C2)Cl,"4-chlorobiphenyl appears as colorless crystals or shiny off-white flakes. (NTP, 1992)The molecule is a monochlorobiphenyl carrying a chloro substituent at position 4.The molecule is one of 209 polychlorinated biphenyls (PCBs). PCBs are a group of synthetic organic compounds with 1-10 chlorine atoms attached to biphenyl. They were manufactured as commercial mixtures but banned in the 1970's because they were found to bioaccumulate and cause harmful health effects. However, PCBs do not break down readily and are still found in the environment. (L4)"
